,Date,DailyPriceReturn,RollingStDev
0,2018-07-16,,0.9153261121877544
1,2018-07-17,0.722463827421449,0.9153261121877544
2,2018-07-18,0.026337688391531167,0.9153261121877544
3,2018-07-19,-0.7963652355622131,0.9153261121877544
4,2018-07-20,-0.08047346634515451,0.9153261121877544
5,2018-07-23,-0.32130534180726533,0.9153261121877544
6,2018-07-24,1.3168637946089135,0.9153261121877544
7,2018-07-25,0.7692157021856438,0.9153261121877544
8,2018-07-26,0.44734342979957376,0.9153261121877544
9,2018-07-27,0.6551721278166278,0.9153261121877544
10,2018-07-30,0.4685435874619337,0.9153261121877544
11,2018-07-31,3.4725392481951056,0.9153261121877544
12,2018-08-01,0.8514831605533235,0.9153261121877544
13,2018-08-02,-1.5395335556492973,0.9153261121877544
14,2018-08-03,2.244440778796486,0.9153261121877544
15,2018-08-06,1.2334178163820653,0.9153261121877544
16,2018-08-07,-0.48735599093147064,0.9153261121877544
17,2018-08-08,1.3958702491592367,0.9153261121877544
18,2018-08-09,-0.9902024221365102,0.9153261121877544
19,2018-08-10,-0.17084385026463478,0.9153261121877544
20,2018-08-13,-0.2930450134666751,0.9153261121877544
21,2018-08-14,-0.24505115572122094,0.9153261121877544
22,2018-08-15,1.1054390920162804,0.9153261121877544
23,2018-08-16,0.6315098827196053,0.9153261121877544
24,2018-08-17,1.6177669111654414,0.9153261121877544
25,2018-08-20,0.5701868709147018,0.9153261121877544
26,2018-08-21,-0.4017275280548849,0.9153261121877544
27,2018-08-22,-0.21343408689994403,0.9153261121877544
28,2018-08-23,0.3089252310670476,0.9153261121877544
29,2018-08-24,0.4739597134243656,0.9153261121877544
30,2018-08-27,-1.9339188415893216,0.9153261121877544
31,2018-08-28,-0.19230915599621756,0.9153261121877544
32,2018-08-29,0.0,0.9153261121877544
33,2018-08-30,0.0,0.9153261121877544
34,2018-08-31,0.048042826748417866,0.9153261121877544
35,2018-09-04,-0.361291502789729,0.9153261121877544
36,2018-09-05,1.1602229668048691,0.9153261121877544
37,2018-09-06,-0.16712207221286635,0.9153261121877544
38,2018-09-07,1.0051685001754906,0.9153261121877544
39,2018-09-10,-0.3317218036466896,0.9153261121877544
40,2018-09-11,0.5944214673933468,0.9153261121877544
41,2018-09-12,0.23636359103114124,0.9153261121877544
42,2018-09-13,1.0374976680554537,0.9153261121877544
43,2018-09-14,0.25677259254153206,0.9153261121877544
44,2018-09-17,0.11639356741373064,0.9153261121877544
45,2018-09-18,1.1623372323178227,0.9153261121877544
46,2018-09-19,-0.5743698660692576,0.9153261121877544
47,2018-09-20,1.1326975270859796,0.9153261121877544
48,2018-09-21,0.7084161185162197,0.9153261121877544
49,2018-09-24,-0.2949725378651791,0.9153261121877544
50,2018-09-25,-0.31865793859291447,0.9153261121877544
51,2018-09-26,-0.25126051837237595,0.9169699086335182
52,2018-09-27,0.5035453456470496,0.9165292709462077
53,2018-09-28,0.387361257626484,0.9025176137051907
54,2018-10-01,0.45384801357712945,0.9006607948983526
55,2018-10-02,-0.1129493848547658,0.8979904970664416
56,2018-10-03,1.3342621241796637,0.8983761964803239
57,2018-10-04,-0.2455411793510054,0.9001743650923867
58,2018-10-05,0.4698713576709812,0.9002400484086167
59,2018-10-08,0.8237731488006217,0.9017964639423434
60,2018-10-09,0.4195875880353528,0.9016735230328179
61,2018-10-10,-2.1112121605820544,0.8490974493410606
62,2018-10-11,-3.8193358171458858,1.0183748762308285
