,Date,DailyPriceReturn,RollingStDev
0,2018-07-16,,0.8863567482093346
1,2018-07-17,-0.07234581298607434,0.8863567482093346
2,2018-07-18,0.9321266968325803,0.8863567482093346
3,2018-07-19,-1.4704563794494807,0.8863567482093346
4,2018-07-20,1.2649012649012636,0.8863567482093346
5,2018-07-23,1.8601725377426215,0.8863567482093346
6,2018-07-24,0.7057785619762003,0.8863567482093346
7,2018-07-25,0.9023215067893053,0.8863567482093346
8,2018-07-26,-0.28650807431847003,0.8863567482093346
9,2018-07-27,1.0274270787984374,0.8863567482093346
10,2018-07-30,0.6032922520037953,0.8863567482093346
11,2018-07-31,-1.5248864901910353,0.8863567482093346
12,2018-08-01,0.6176598521095977,0.8863567482093346
13,2018-08-02,0.4236555421061716,0.8863567482093346
14,2018-08-03,0.8092983211364535,0.8863567482093346
15,2018-08-06,0.0256213169356867,0.8863567482093346
16,2018-08-07,0.36714480874315836,0.8863567482093346
17,2018-08-08,0.20416843896216008,0.8863567482093346
18,2018-08-09,-0.7725613379743757,0.8863567482093346
19,2018-08-10,-0.9839151266255897,0.8863567482093346
20,2018-08-13,-1.5899075434200327,0.8863567482093346
21,2018-08-14,0.6673105628237863,0.8863567482093346
22,2018-08-15,-0.8286088094199728,0.8863567482093346
23,2018-08-16,0.9410729991204958,0.8863567482093346
24,2018-08-17,0.0,0.8863567482093346
25,2018-08-20,-0.13069617495859998,0.8863567482093346
26,2018-08-21,0.6107136625370657,0.8863567482093346
27,2018-08-22,-0.30350329517863095,0.8863567482093346
28,2018-08-23,-0.20875010872400956,0.8863567482093346
29,2018-08-24,-0.0435805804933298,0.8863567482093346
30,2018-08-27,1.7701430066271229,0.8863567482093346
31,2018-08-28,-0.48839002656155817,0.8863567482093346
32,2018-08-29,-0.3271913208196975,0.8863567482093346
33,2018-08-30,-0.49239806496199634,0.8863567482093346
34,2018-08-31,-0.529559857626527,0.8863567482093346
35,2018-09-04,0.4974690172805163,0.8863567482093346
36,2018-09-05,-0.4863221884498503,0.8863567482093346
37,2018-09-06,-0.42761148442272967,0.8863567482093346
38,2018-09-07,0.19281332164766685,0.8863567482093346
39,2018-09-10,-0.5335899230230923,0.8863567482093346
40,2018-09-11,0.633189693078906,0.8863567482093346
41,2018-09-12,-1.1797605523027221,0.8863567482093346
42,2018-09-13,0.3891050583657574,0.8863567482093346
43,2018-09-14,-0.017618040873845775,0.8863567482093346
44,2018-09-17,0.2995594713656402,0.8863567482093346
45,2018-09-18,0.40407589599438243,0.8863567482093346
46,2018-09-19,2.904636920384962,0.8863567482093346
47,2018-09-20,0.8586975004250874,0.8863567482093346
48,2018-09-21,-0.6575065329174734,0.8863567482093346
49,2018-09-24,-0.9588459906661018,0.8863567482093346
50,2018-09-25,-0.2827278958190571,0.8863567482093346
51,2018-09-26,-1.177077068476673,0.904484572396399
52,2018-09-27,-0.43470700747696434,0.8989729487132495
53,2018-09-28,-1.4669926650366705,0.8988529773451065
54,2018-10-01,0.5848989719957398,0.8852443408068283
55,2018-10-02,0.4140969162995667,0.847493034306997
56,2018-10-03,0.938843555321589,0.8520021341092877
57,2018-10-04,0.19993045897077621,0.8428837579522056
58,2018-10-05,-0.5638934675110563,0.8457497610196697
59,2018-10-08,0.6107136625370657,0.8374256270991094
60,2018-10-09,-0.6937218175511628,0.838164773945159
61,2018-10-10,-2.6632902549772908,0.8931279109711263
62,2018-10-11,-2.996321880326547,0.9794353989694928
63,2018-10-12,-1.091279015999258,0.9853778425822108
64,2018-10-15,-0.5703599812996729,0.9769581640472582
65,2018-10-16,2.14406620274592,1.030849783916122
66,2018-10-17,1.1139753268274655,1.04375717399278
67,2018-10-18,-1.584266593826822,1.0625321943513368
68,2018-10-19,-0.16652789342215257,1.0589244675767775
69,2018-10-22,-1.4363821703271218,1.0680548354135828
70,2018-10-23,-1.0436254230913877,1.055886470829462
71,2018-10-24,-1.8622327790973836,1.076223360216849
72,2018-10-25,1.5199922548165379,1.099355794823879
73,2018-10-26,-1.373259584207509,1.1009500686107965
74,2018-10-29,1.382711274415005,1.1232697350233958
75,2018-10-30,1.7644253695755951,1.156265035352598
76,2018-10-31,2.174320524835993,1.1973039315721936
77,2018-11-01,-0.036690515501736076,1.1969969466651358
78,2018-11-02,-0.5505597357313374,1.1986060540534407
79,2018-11-05,0.6551024174201947,1.203420840140579
80,2018-11-06,0.467503895865784,1.1760563086712514
81,2018-11-07,1.7153284671532987,1.2029118087459465
82,2018-11-08,0.8073196986006392,1.2087392999470776
83,2018-11-09,-0.9699234739277363,1.2141636356052903
84,2018-11-12,-2.1026147901877956,1.2464858366997456
85,2018-11-13,0.587425424506649,1.2474202041312157
86,2018-11-14,-2.062231955470395,1.2771593400569743
87,2018-11-15,2.5528743128668596,1.3310608454796211
88,2018-11-16,-0.07268102116834152,1.330548136362907
89,2018-11-19,0.7637057914355871,1.333938495397506
90,2018-11-20,-2.147433005503918,1.362840314414721
91,2018-11-21,-0.7468879668049766,1.3571925871195771
92,2018-11-23,-0.9197324414715657,1.3603908919646948
